ID_Prestamo,ID_Cliente,Nombre_Cliente,Apellido_Cliente,Lugar_Trabajo,Ciudad,Region,Latitud,Longitud,Monto_Prestamo,Tasa_Interes_Anual,Garantia,Valor_Garantia,Fecha_Inicio,Fecha_Termino,Monto_Pagado,Saldo_Pendiente,Estado_Pago,Tiempo en Meses del prest,Tiempo_del_Prestamo,Tiene_Atrasos,Estado
1531,59,Ricardo,Mendoza,Empresa S,Barahona,Sur,18.2085,-71.1001,37500,13.94,Electrodomésticos,50000,5/26/2024,10/26/2025,6958.8,30541.2,Pendiente,1,"1 mes, 29 días",No,Normal (OK)
1532,200,Carlos,Rodríguez,Empresa T,Moca,Cibao Norte,19.4054,-70.526,112500,5.3,Automóvil,150000,2/23/2024,1/23/2026,27382.58,85117.42,Pendiente,4,"4 meses, 2 días",No,Normal (OK)
1533,77,Isabel,Díaz,Empresa N,Higuey,Este,18.615,-68.7076,37500,13.96,Electrodomésticos,50000,4/1/2024,5/1/2026,42735,0,Pagado,2,"2 meses, 24 días",No,Normal (OK)
1534,25,Lucía,Torres,Empresa W,Samaná,Noreste,19.2126,-69.332,150000,6,Arte,200000,1/18/2024,5/18/2025,39444.18,110555.82,Pendiente,5,"5 meses, 8 días",No,Normal (OK)
1535,103,Diego,Luna,Empresa W,Santo Domingo,Metropolitana,18.4861,-69.9312,60000,8.71,Joyas,80000,1/18/2024,7/18/2026,58444.83,1555.17,Pendiente,5,"5 meses, 8 días",No,Normal (OK)
1536,186,Lucía,Mendoza,Empresa M,San Juan de la Maguana,Sur,18.8061,-71.2296,150000,11.29,Vehículo,200000,3/30/2024,12/30/2025,14407.99,135592.01,Pendiente,3,"3 meses, 26 días",No,Normal (OK)
1537,101,Ricardo,Díaz,Empresa T,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,67500,14.16,Muebles,90000,1/8/2024,1/8/2025,77058,0,Pagado,5,"5 meses, 18 días",No,Normal (OK)
1538,16,Laura,Cruz,Empresa O,Santa Cruz de Barahona,Sur,18.2085,-71.1001,37500,5.72,Electrodomésticos,50000,2/17/2024,8/17/2024,39645,0,Pagado,4,"4 meses, 8 días",No,Normal (OK)
1539,8,Isabel,Ramírez,Empresa K,Dajabón,Noroeste,19.5477,-71.7069,187500,6.91,Propiedad,250000,1/20/2024,5/20/2026,200456.25,0,Pagado,5,"5 meses, 6 días",No,Normal (OK)
1540,95,Ricardo,Hernández,Empresa P,Barahona,Sur,18.2085,-71.1001,135000,10.69,Maquinaria,180000,5/29/2024,4/29/2026,99288.99,35711.01,Pendiente,1,"1 mes, 26 días",No,Normal (OK)
1541,170,Juan,Luna,Empresa Q,Mao,Noroeste,19.5576,-71.0777,3750,8.92,Ropa,5000,4/29/2024,1/29/2025,4084.5,0,Pagado,2,"2 meses, 26 días",No,Normal (OK)
1542,43,Juan,González,Empresa Z,Neiba,Suroeste,18.4884,-71.4197,60000,7.74,Instrumentos Musicales,80000,4/6/2024,3/6/2025,64644,0,Pagado,2,"2 meses, 19 días",No,Normal (OK)
1543,34,Luis,Pérez,Empresa R,La Romana,Este,18.4274,-68.9729,750,6.65,Plantas,1000,2/14/2024,6/14/2026,678.8,71.2,Pendiente,4,"4 meses, 11 días",No,Normal (OK)
1544,165,Valentina,Sánchez,Empresa M,Neiba,Suroeste,18.4884,-71.4197,60000,10.15,Instrumentos Musicales,80000,2/3/2024,9/3/2025,66090,0,Pagado,4,"4 meses, 22 días",No,Normal (OK)
1545,129,Valentina,Sánchez,Empresa D,San Pedro de Macorís,Este,18.4534,-69.3067,3750,8.03,Ropa,5000,1/14/2024,1/14/2026,2685.91,1064.09,Pendiente,5,"5 meses, 12 días",No,Normal (OK)
1546,17,Pedro,Ramírez,Empresa L,Hato Mayor del Rey,Este,18.7647,-69.2574,112500,6.62,Equipo Informático,150000,3/7/2024,6/7/2025,119947.5,0,Pagado,3,"3 meses, 19 días",No,Normal (OK)
1547,21,Carlos,Martínez,Empresa R,Santa Cruz de Barahona,Sur,18.2085,-71.1001,37500,10.88,Electrodomésticos,50000,6/16/2024,4/16/2026,41580,0,Pagado,0,8 días,No,Normal (OK)
1548,142,Andrés,Sánchez,Empresa S,Cotuí,Cibao Norte,19.0595,-70.1515,112500,8.13,Automóvil,150000,6/9/2024,10/9/2026,26442.67,86057.33,Pendiente,0,15 días,No,Normal (OK)
1549,198,Valentina,Luna,Empresa S,San Juan de la Maguana,Sur,18.8061,-71.2296,22500,8.56,Bienes Raíces,30000,1/27/2024,7/27/2024,347.39,22152.61,Pendiente,5,"5 meses, 29 días",No,Normal (OK)
1550,82,Andrés,Luna,Empresa Z,Samaná,Noreste,19.2126,-69.332,37500,9.91,Electrodomésticos,50000,3/11/2024,7/11/2026,41216.25,0,Pagado,3,"3 meses, 15 días",No,Normal (OK)
1551,103,Diego,Luna,Empresa W,Santo Domingo,Metropolitana,18.4861,-69.9312,112500,5.02,Automóvil,150000,1/20/2024,7/20/2024,22517.69,89982.31,Pendiente,5,"5 meses, 6 días",No,Normal (OK)
1552,119,Laura,López,Empresa O,San Juan de la Maguana,Sur,18.8061,-71.2296,60000,10.19,Instrumentos Musicales,80000,3/7/2024,2/7/2025,66114,0,Pagado,3,"3 meses, 19 días",No,Normal (OK)
1553,123,Alejandra,Pérez,Empresa G,Pedernales,Suroeste,18.0374,-71.7414,22500,11.42,Bienes Raíces,30000,6/6/2024,7/6/2026,25069.5,0,Pagado,0,18 días,No,Normal (OK)
1554,4,Pedro,Hernández,Empresa Q,San Francisco de Macorís,Cibao Norte,19.3012,-70.2537,112500,12.82,Automóvil,150000,4/5/2024,11/5/2025,126922.5,0,Pagado,2,"2 meses, 20 días",No,Normal (OK)
1555,55,Valentina,Pérez,Empresa D,Salvaleón de Higüey,Este,18.615,-68.7076,187500,10.86,Propiedad,250000,1/18/2024,9/18/2024,71136.27,116363.73,Pendiente,5,"5 meses, 8 días",No,Normal (OK)
1556,141,Ricardo,Mendoza,Empresa P,Monte Cristi,Noroeste,19.8676,-71.6505,750,8.77,Plantas,1000,2/29/2024,10/29/2025,815.78,0,Pagado,4,"4 meses, 26 días",No,Normal (OK)
1557,74,Roberto,Díaz,Empresa N,Jarabacoa,Cibao Norte,19.1199,-70.6483,45000,13.93,Herramientas,60000,1/23/2024,1/23/2025,33387.83,11612.17,Pendiente,5,"5 meses, 3 días",No,Normal (OK)
1558,117,Ricardo,Martínez,Empresa S,Sabana de la Mar,Este,19.061,-69.3707,60000,7.16,Instrumentos Musicales,80000,1/7/2024,2/7/2026,64296,0,Pagado,5,"5 meses, 19 días",No,Normal (OK)
1559,173,Juan,Torres,Empresa X,Cotuí,Cibao Norte,19.0595,-70.1515,150000,13.47,Vehículo,200000,4/9/2024,6/9/2026,52566.87,97433.13,Pendiente,2,"2 meses, 16 días",No,Normal (OK)
1560,51,Juan,Cruz,Empresa I,Nagua,Noreste,19.3764,-69.8474,112500,7.11,Equipo Informático,150000,5/24/2024,4/24/2026,20647.07,91852.93,Pendiente,1,"1 mes, 1 día",No,Normal (OK)
1561,71,Diego,Santos,Empresa F,Pedernales,Suroeste,18.0374,-71.7414,45000,13.55,Herramientas,60000,5/21/2024,6/21/2025,19147.01,25852.99,Pendiente,1,"1 mes, 4 días",No,Normal (OK)
1562,29,Isabel,Peralta,Empresa U,Sabana de la Mar,Este,19.061,-69.3707,135000,14.72,Maquinaria,180000,4/11/2024,4/11/2026,50505.75,84494.25,Pendiente,2,"2 meses, 14 días",No,Normal (OK)
1563,17,Pedro,Ramírez,Empresa L,Hato Mayor del Rey,Este,18.7647,-69.2574,112500,14.34,Automóvil,150000,5/13/2024,12/13/2024,82822,29678,Pendiente,1,"1 mes, 12 días",No,Normal (OK)
1564,94,Juan,Pérez,Empresa S,Santo Domingo,Metropolitana,18.4861,-69.9312,1500,13.4,Libros,2000,1/23/2024,3/23/2025,74.26,1425.74,Pendiente,5,"5 meses, 3 días",No,Normal (OK)
1565,79,Alejandra,Mendoza,Empresa X,Higuey,Este,18.615,-68.7076,60000,9.09,Joyas,80000,1/11/2024,3/11/2025,65454,0,Pagado,5,"5 meses, 15 días",No,Normal (OK)
1566,6,Luis,Torres,Empresa R,Azua,Sur,18.4544,-70.7292,187500,14.81,Propiedad,250000,5/12/2024,2/12/2025,132611.6,54888.4,Pendiente,1,"1 mes, 13 días",No,Normal (OK)
1567,145,María,Santos,Empresa A,Baní,Sur,18.2866,-70.3313,67500,12.63,Muebles,90000,6/10/2024,7/10/2025,30058.99,37441.01,Pendiente,0,14 días,No,Normal (OK)
1568,156,Sofía,Peralta,Empresa U,Monte Cristi,Noroeste,19.8676,-71.6505,112500,13.87,Equipo Informático,150000,1/29/2024,4/29/2026,128103.75,0,Pagado,5,"5 meses, 27 días",No,Normal (OK)
1569,44,Roberto,González,Empresa F,Santo Domingo,Metropolitana,18.4861,-69.9312,60000,14.53,Joyas,80000,3/18/2024,6/18/2026,5593.11,54406.89,Pendiente,3,"3 meses, 8 días",No,Normal (OK)
1570,119,Laura,López,Empresa O,San Juan de la Maguana,Sur,18.8061,-71.2296,2250,9.95,Mascotas,3000,3/28/2024,10/28/2024,2015.97,234.03,Pendiente,3,"3 meses, 28 días",No,Normal (OK)
1571,19,Isabel,Mendoza,Empresa G,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,45000,7.62,Herramientas,60000,2/15/2024,5/15/2025,48429,0,Pagado,4,"4 meses, 10 días",No,Normal (OK)
1572,81,María,Ramírez,Empresa K,Puerto Plata,Cibao Norte,19.793,-70.6884,45000,14.9,Herramientas,60000,3/25/2024,11/25/2025,51705,0,Pagado,3,"3 meses, 1 día",No,Normal (OK)
1573,112,Marta,Santos,Empresa O,Jarabacoa,Cibao Norte,19.1199,-70.6483,67500,14.46,Muebles,90000,2/8/2024,6/8/2026,77260.5,0,Pagado,4,"4 meses, 17 días",No,Normal (OK)
1574,182,Luis,Cruz,Empresa O,Baní,Sur,18.2866,-70.3313,150000,11.38,Arte,200000,6/13/2024,11/13/2025,167070,0,Pagado,0,11 días,No,Normal (OK)
1575,172,Andrés,Ramírez,Empresa M,Azua,Sur,18.4544,-70.7292,45000,5.85,Herramientas,60000,5/19/2024,4/19/2026,47632.5,0,Pagado,1,"1 mes, 6 días",No,Normal (OK)
1576,65,Javier,Santos,Empresa J,Sabana de la Mar,Este,19.061,-69.3707,90000,7.37,Inventario,120000,3/11/2024,3/11/2026,32098.13,57901.87,Pendiente,3,"3 meses, 15 días",No,Normal (OK)
1577,123,Alejandra,Pérez,Empresa G,Pedernales,Suroeste,18.0374,-71.7414,187500,5.72,Propiedad,250000,6/5/2024,6/5/2026,198225,0,Pagado,0,19 días,No,Normal (OK)
1578,9,Lucía,Martínez,Empresa W,Neiba,Suroeste,18.4884,-71.4197,37500,10.95,Electrodomésticos,50000,2/10/2024,9/10/2025,41606.25,0,Pagado,4,"4 meses, 15 días",No,Normal (OK)
1579,69,Roberto,Rojas,Empresa U,Salvaleón de Higüey,Este,18.615,-68.7076,112500,11.83,Equipo Informático,150000,6/6/2024,8/6/2025,125808.75,0,Pagado,0,18 días,No,Normal (OK)
1580,105,Marta,Flores,Empresa H,Santo Domingo,Metropolitana,18.4861,-69.9312,45000,6.98,Herramientas,60000,6/2/2024,7/2/2025,15506.75,29493.25,Pendiente,0,22 días,No,Normal (OK)
1581,123,Alejandra,Pérez,Empresa G,Pedernales,Suroeste,18.0374,-71.7414,75000,13.87,Oro,100000,3/21/2024,1/21/2025,41156.03,33843.97,Pendiente,3,"3 meses, 5 días",No,Normal (OK)
1582,46,Isabel,Cruz,Empresa X,Mao,Noroeste,19.5576,-71.0777,75000,9.44,Oro,100000,5/7/2024,9/7/2026,50423.8,24576.2,Pendiente,1,"1 mes, 18 días",No,Normal (OK)
1583,14,Pedro,Cruz,Empresa A,Jimaní,Suroeste,18.4911,-71.8501,60000,6.51,Instrumentos Musicales,80000,1/2/2024,8/2/2024,25030.38,34969.62,Pendiente,5,"5 meses, 24 días",No,Normal (OK)
1584,183,Marta,Ramírez,Empresa Y,Monte Plata,Este,18.8076,-69.7844,60000,13.29,Instrumentos Musicales,80000,6/12/2024,1/12/2026,67974,0,Pagado,0,12 días,No,Normal (OK)
1585,148,Fernando,Cruz,Empresa O,Moca,Cibao Norte,19.4054,-70.526,90000,6.03,Inventario,120000,3/20/2024,1/20/2025,95427,0,Pagado,3,"3 meses, 6 días",No,Normal (OK)
1586,129,Valentina,Sánchez,Empresa D,San Pedro de Macorís,Este,18.4534,-69.3067,2250,8.06,Mascotas,3000,6/2/2024,8/2/2025,1929.36,320.64,Pendiente,0,22 días,No,Normal (OK)
1587,104,Roberto,Torres,Empresa I,Salvaleón de Higüey,Este,18.615,-68.7076,750,9.55,Plantas,1000,5/15/2024,8/15/2026,821.63,0,Pagado,1,"1 mes, 10 días",No,Normal (OK)
1588,60,Valentina,Peralta,Empresa K,Hato Mayor del Rey,Este,18.7647,-69.2574,135000,12.48,Maquinaria,180000,1/7/2024,11/7/2025,68102.05,66897.95,Pendiente,5,"5 meses, 19 días",No,Normal (OK)
1589,182,Luis,Cruz,Empresa O,Baní,Sur,18.2866,-70.3313,150000,10.64,Arte,200000,5/29/2024,5/29/2026,165960,0,Pagado,1,"1 mes, 26 días",No,Normal (OK)
1590,157,Laura,González,Empresa D,Dajabón,Noroeste,19.5477,-71.7069,3750,6.11,Ropa,5000,4/23/2024,8/23/2026,2705.19,1044.81,Pendiente,2,"2 meses, 2 días",No,Normal (OK)
1591,121,Marta,Díaz,Empresa N,Azua,Sur,18.4544,-70.7292,150000,9.44,Arte,200000,1/17/2024,3/17/2026,164160,0,Pagado,5,"5 meses, 9 días",No,Normal (OK)
1592,41,Pedro,Ramírez,Empresa B,Neiba,Suroeste,18.4884,-71.4197,112500,11.13,Equipo Informático,150000,4/23/2024,3/23/2025,125021.25,0,Pagado,2,"2 meses, 2 días",No,Normal (OK)
1593,45,Juan,Ortega,Empresa Z,San Cristóbal,Sur,18.4161,-70.1098,112500,5.87,Automóvil,150000,3/12/2024,2/12/2025,95826.87,16673.13,Pendiente,3,"3 meses, 14 días",No,Normal (OK)
1594,182,Luis,Cruz,Empresa O,Baní,Sur,18.2866,-70.3313,22500,5.65,Bienes Raíces,30000,5/15/2024,4/15/2026,4022.77,18477.23,Pendiente,1,"1 mes, 10 días",No,Normal (OK)
1595,178,Laura,Torres,Empresa T,Bonao,Cibao Norte,18.9427,-70.4094,90000,11.07,Inventario,120000,4/2/2024,8/2/2025,88697.95,1302.05,Pendiente,2,"2 meses, 23 días",No,Normal (OK)
1596,157,Laura,González,Empresa D,Dajabón,Noroeste,19.5477,-71.7069,187500,7.94,Propiedad,250000,2/24/2024,3/24/2025,61689.22,125810.78,Pendiente,4,"4 meses, 1 día",No,Normal (OK)
1597,97,Gabriela,Torres,Empresa T,Santa Cruz de Barahona,Sur,18.2085,-71.1001,112500,12.41,Equipo Informático,150000,2/7/2024,12/7/2025,50679.32,61820.68,Pendiente,4,"4 meses, 18 días",No,Normal (OK)
1598,94,Juan,Pérez,Empresa S,Santo Domingo,Metropolitana,18.4861,-69.9312,37500,10.65,Electrodomésticos,50000,5/30/2024,4/30/2025,19990.59,17509.41,Pendiente,1,"1 mes, 25 días",No,Normal (OK)
1599,138,Fernando,Martínez,Empresa Y,Cotuí,Cibao Norte,19.0595,-70.1515,90000,14.78,Inventario,120000,4/17/2024,7/17/2026,103302,0,Pagado,2,"2 meses, 8 días",No,Normal (OK)
1600,96,Sofía,Sánchez,Empresa Z,Moca,Cibao Norte,19.4054,-70.526,150000,9.97,Vehículo,200000,5/22/2024,11/22/2025,30629.15,119370.85,Pendiente,1,"1 mes, 3 días",No,Normal (OK)
1601,44,Roberto,González,Empresa F,Santo Domingo,Metropolitana,18.4861,-69.9312,90000,9.68,Inventario,120000,6/9/2024,8/9/2026,98712,0,Pagado,0,15 días,No,Normal (OK)
1602,194,Carlos,Martínez,Empresa O,Salvaleón de Higüey,Este,18.615,-68.7076,112500,14.34,Automóvil,150000,1/20/2024,6/20/2026,81772.47,30727.53,Pendiente,5,"5 meses, 6 días",No,Normal (OK)
1603,8,Isabel,Ramírez,Empresa K,Dajabón,Noroeste,19.5477,-71.7069,3750,6.95,Ropa,5000,2/18/2024,3/18/2025,907.54,2842.46,Pendiente,4,"4 meses, 7 días",No,Normal (OK)
1604,144,Javier,Flores,Empresa C,Salcedo,Cibao Norte,19.3827,-70.4165,37500,5.93,Electrodomésticos,50000,4/1/2024,4/1/2026,39723.75,0,Pagado,2,"2 meses, 24 días",No,Normal (OK)
1605,193,Fernando,Mendoza,Empresa Z,Santo Domingo,Metropolitana,18.4861,-69.9312,150000,10.22,Vehículo,200000,4/25/2024,10/25/2024,46652.7,103347.3,Pendiente,2,"2 meses, 0 día",No,Normal (OK)
1606,179,Luis,Pérez,Empresa I,Hato Mayor del Rey,Este,18.7647,-69.2574,135000,6.65,Maquinaria,180000,4/9/2024,4/9/2026,13222.88,121777.12,Pendiente,2,"2 meses, 16 días",No,Normal (OK)
1607,62,Sofía,López,Empresa K,Puerto Plata,Cibao Norte,19.793,-70.6884,60000,7.23,Instrumentos Musicales,80000,3/26/2024,11/26/2025,64338,0,Pagado,3,"3 meses, 0 día",No,Normal (OK)
1608,3,Lucía,Rojas,Empresa R,El Seibo,Este,18.7649,-69.0386,112500,14.69,Automóvil,150000,6/8/2024,10/8/2026,105604.7,6895.3,Pendiente,0,16 días,No,Normal (OK)
1609,46,Isabel,Cruz,Empresa X,Mao,Noroeste,19.5576,-71.0777,75000,12.9,Colecciones,100000,1/16/2024,9/16/2025,84675,0,Pagado,5,"5 meses, 10 días",No,Normal (OK)
1610,23,Fernando,Santos,Empresa V,Monte Plata,Este,18.8076,-69.7844,150000,5.67,Vehículo,200000,1/15/2024,12/15/2024,158505,0,Pagado,5,"5 meses, 11 días",No,Normal (OK)
1611,36,Lucía,Pérez,Empresa U,San Juan de la Maguana,Sur,18.8061,-71.2296,135000,11.21,Maquinaria,180000,3/14/2024,8/14/2026,150133.5,0,Pagado,3,"3 meses, 12 días",No,Normal (OK)
1612,195,Alejandra,Ramírez,Empresa P,Mao,Noroeste,19.5576,-71.0777,37500,13.76,Electrodomésticos,50000,2/27/2024,9/27/2025,34080.38,3419.62,Pendiente,4,"4 meses, 28 días",No,Normal (OK)
1613,5,Gabriela,Ramírez,Empresa A,Barahona,Sur,18.2085,-71.1001,3750,9.41,Ropa,5000,2/13/2024,3/13/2026,4102.88,0,Pagado,4,"4 meses, 12 días",No,Normal (OK)
1614,125,Diego,Peralta,Empresa B,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,1500,13.13,Libros,2000,5/31/2024,3/31/2026,286.3,1213.7,Pendiente,1,"1 mes, 24 días",No,Normal (OK)
1615,46,Isabel,Cruz,Empresa X,Mao,Noroeste,19.5576,-71.0777,75000,5.79,Colecciones,100000,2/23/2024,4/23/2025,79342.5,0,Pagado,4,"4 meses, 2 días",No,Normal (OK)
1616,126,Juan,Luna,Empresa J,Higuey,Este,18.615,-68.7076,112500,10.97,Automóvil,150000,3/7/2024,11/7/2024,124841.25,0,Pagado,3,"3 meses, 19 días",No,Normal (OK)
1617,173,Juan,Torres,Empresa X,Cotuí,Cibao Norte,19.0595,-70.1515,67500,12.86,Muebles,90000,4/14/2024,2/14/2025,40635.44,26864.56,Pendiente,2,"2 meses, 11 días",No,Normal (OK)
1618,74,Roberto,Díaz,Empresa N,Jarabacoa,Cibao Norte,19.1199,-70.6483,56250,12.69,Electrónica,75000,2/29/2024,4/29/2026,14761.27,41488.73,Pendiente,4,"4 meses, 26 días",No,Normal (OK)
1619,6,Luis,Torres,Empresa R,Azua,Sur,18.4544,-70.7292,187500,5.38,Propiedad,250000,4/17/2024,8/17/2026,197587.5,0,Pagado,2,"2 meses, 8 días",No,Normal (OK)
1620,161,Javier,Díaz,Empresa A,Samaná,Noreste,19.2126,-69.332,90000,9.71,Inventario,120000,5/15/2024,8/15/2025,42799.21,47200.79,Pendiente,1,"1 mes, 10 días",No,Normal (OK)
1621,33,Fernando,González,Empresa K,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,45000,8.14,Herramientas,60000,2/3/2024,11/3/2024,605.45,44394.55,Pendiente,4,"4 meses, 22 días",No,Normal (OK)
1622,69,Roberto,Rojas,Empresa U,Salvaleón de Higüey,Este,18.615,-68.7076,22500,13.44,Bienes Raíces,30000,2/20/2024,9/20/2024,5255.62,17244.38,Pendiente,4,"4 meses, 5 días",No,Normal (OK)
1623,95,Ricardo,Hernández,Empresa P,Barahona,Sur,18.2085,-71.1001,1500,11.12,Libros,2000,6/9/2024,11/9/2026,1666.8,0,Pagado,0,15 días,No,Normal (OK)
1624,193,Fernando,Mendoza,Empresa Z,Santo Domingo,Metropolitana,18.4861,-69.9312,75000,6.1,Oro,100000,5/7/2024,5/7/2025,59035.08,15964.92,Pendiente,1,"1 mes, 18 días",No,Normal (OK)
1625,6,Luis,Torres,Empresa R,Azua,Sur,18.4544,-70.7292,45000,7,Herramientas,60000,4/23/2024,1/23/2025,48150,0,Pagado,2,"2 meses, 2 días",No,Normal (OK)
1626,74,Roberto,Díaz,Empresa N,Jarabacoa,Cibao Norte,19.1199,-70.6483,90000,6.56,Inventario,120000,6/12/2024,5/12/2025,43298.2,46701.8,Pendiente,0,12 días,No,Normal (OK)
1627,184,Diego,Flores,Empresa D,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,60000,6.86,Instrumentos Musicales,80000,3/23/2024,10/23/2025,64116,0,Pagado,3,"3 meses, 3 días",No,Normal (OK)
1628,114,Roberto,Gómez,Empresa G,Monte Plata,Este,18.8076,-69.7844,112500,8.37,Automóvil,150000,4/10/2024,10/10/2025,121916.25,0,Pagado,2,"2 meses, 15 días",No,Normal (OK)
1629,100,Ana,Ramírez,Empresa T,Dajabón,Noroeste,19.5477,-71.7069,56250,10.5,Electrónica,75000,6/7/2024,1/7/2026,33174.09,23075.91,Pendiente,0,17 días,No,Normal (OK)
1630,54,Juan,Gómez,Empresa M,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,3750,9.57,Ropa,5000,2/21/2024,7/21/2025,1527.13,2222.87,Pendiente,4,"4 meses, 4 días",No,Normal (OK)
1631,198,Valentina,Luna,Empresa S,San Juan de la Maguana,Sur,18.8061,-71.2296,187500,5.32,Propiedad,250000,2/10/2024,2/10/2025,11242.32,176257.68,Pendiente,4,"4 meses, 15 días",No,Normal (OK)
1632,171,Pedro,Torres,Empresa I,Salvaleón de Higüey,Este,18.615,-68.7076,75000,10.85,Colecciones,100000,1/20/2024,11/20/2024,83137.5,0,Pagado,5,"5 meses, 6 días",No,Normal (OK)
1633,94,Juan,Pérez,Empresa S,Santo Domingo,Metropolitana,18.4861,-69.9312,187500,8.49,Propiedad,250000,6/16/2024,3/16/2026,137389.23,50110.77,Pendiente,0,8 días,No,Normal (OK)
1634,182,Luis,Cruz,Empresa O,Baní,Sur,18.2866,-70.3313,45000,13.68,Herramientas,60000,1/17/2024,10/17/2024,51156,0,Pagado,5,"5 meses, 9 días",No,Normal (OK)
1635,200,Carlos,Rodríguez,Empresa T,Moca,Cibao Norte,19.4054,-70.526,56250,7.71,Electrónica,75000,4/1/2024,6/1/2025,12509.4,43740.6,Pendiente,2,"2 meses, 24 días",No,Normal (OK)
1636,53,Roberto,López,Empresa Q,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,135000,9.8,Maquinaria,180000,2/2/2024,5/2/2025,81970.52,53029.48,Pendiente,4,"4 meses, 23 días",No,Normal (OK)
1637,85,Juan,Hernández,Empresa A,Monte Cristi,Noroeste,19.8676,-71.6505,60000,7.78,Joyas,80000,4/27/2024,4/27/2025,11500.32,48499.68,Pendiente,2,"2 meses, 28 días",No,Normal (OK)
1638,64,Diego,Mendoza,Empresa J,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,150000,10.76,Arte,200000,6/14/2024,6/14/2026,166140,0,Pagado,0,10 días,No,Normal (OK)
1639,147,Sofía,Hernández,Empresa W,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,60000,7.97,Joyas,80000,4/2/2024,10/2/2026,53646.38,6353.62,Pendiente,2,"2 meses, 23 días",No,Normal (OK)
1640,186,Lucía,Mendoza,Empresa M,San Juan de la Maguana,Sur,18.8061,-71.2296,750,6.98,Plantas,1000,1/7/2024,5/7/2026,802.35,0,Pagado,5,"5 meses, 19 días",No,Normal (OK)
1641,192,Sofía,Ortega,Empresa O,San Francisco de Macorís,Cibao Norte,19.3012,-70.2537,67500,6.03,Muebles,90000,1/14/2024,4/14/2026,71570.25,0,Pagado,5,"5 meses, 12 días",No,Normal (OK)
1642,67,Juan,Cruz,Empresa D,Bonao,Cibao Norte,18.9427,-70.4094,75000,10.85,Colecciones,100000,2/4/2024,8/4/2025,83137.5,0,Pagado,4,"4 meses, 21 días",No,Normal (OK)
1643,123,Alejandra,Pérez,Empresa G,Pedernales,Suroeste,18.0374,-71.7414,75000,6.65,Oro,100000,5/22/2024,1/22/2025,79987.5,0,Pagado,1,"1 mes, 3 días",No,Normal (OK)
1644,133,Isabel,Ortega,Empresa J,San Cristóbal,Sur,18.4161,-70.1098,135000,13.7,Maquinaria,180000,4/17/2024,3/17/2026,57869.9,77130.1,Pendiente,2,"2 meses, 8 días",No,Normal (OK)
1645,92,Juan,Mendoza,Empresa M,San Cristóbal,Sur,18.4161,-70.1098,90000,7.13,Inventario,120000,6/6/2024,1/6/2025,96417,0,Pagado,0,18 días,No,Normal (OK)
1646,51,Juan,Cruz,Empresa I,Nagua,Noreste,19.3764,-69.8474,90000,12.97,Inventario,120000,3/3/2024,9/3/2024,61029.76,28970.24,Pendiente,3,"3 meses, 23 días",No,Normal (OK)
1647,53,Roberto,López,Empresa Q,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,1500,10.69,Libros,2000,5/13/2024,6/13/2026,1256.37,243.63,Pendiente,1,"1 mes, 12 días",No,Normal (OK)
1648,154,Marta,González,Empresa T,Hato Mayor del Rey,Este,18.7647,-69.2574,67500,9.48,Muebles,90000,3/11/2024,9/11/2024,36774.56,30725.44,Pendiente,3,"3 meses, 15 días",No,Normal (OK)
1649,8,Isabel,Ramírez,Empresa K,Dajabón,Noroeste,19.5477,-71.7069,150000,9.52,Arte,200000,2/8/2024,3/8/2025,164280,0,Pagado,4,"4 meses, 17 días",No,Normal (OK)
1650,169,Ricardo,Cruz,Empresa A,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,75000,10.68,Oro,100000,4/14/2024,6/14/2026,42900.83,32099.17,Pendiente,2,"2 meses, 11 días",No,Normal (OK)
1651,83,Sofía,González,Empresa E,Sabana de la Mar,Este,19.061,-69.3707,45000,14.91,Herramientas,60000,2/24/2024,4/24/2025,39889.41,5110.59,Pendiente,4,"4 meses, 1 día",No,Normal (OK)
1652,73,Roberto,Rojas,Empresa Z,Dajabón,Noroeste,19.5477,-71.7069,56250,9.19,Electrónica,75000,1/3/2024,8/3/2025,10656.79,45593.21,Pendiente,5,"5 meses, 23 días",No,Normal (OK)
1653,127,Fernando,Sánchez,Empresa N,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,750,14.8,Plantas,1000,3/17/2024,7/17/2025,861,0,Pagado,3,"3 meses, 9 días",No,Normal (OK)
1654,45,Juan,Ortega,Empresa Z,San Cristóbal,Sur,18.4161,-70.1098,1500,5.95,Libros,2000,5/24/2024,5/24/2025,1589.25,0,Pagado,1,"1 mes, 1 día",No,Normal (OK)
1655,1,Alejandra,González,Empresa Z,Santo Domingo,Metropolitana,18.4861,-69.9312,3750,9.43,Ropa,5000,3/24/2024,6/24/2025,1822.68,1927.32,Pendiente,3,"3 meses, 2 días",No,Normal (OK)
